review,0
,"buka menu selalu white screen, masuk beberapa kali tetep aja white screen, tolonglah segera diperbaiki. Maslaah ini, banyak yang mengalami dan sudah berlangsung lama tapi tidak ada perkembangan perbaikan sistem. Terpaksa uninstall apk, jika sudah di perbaiki mohon infonya nanti saya install ulang, karena aplikasi yang tidak dapat dipakai menuh-menuhin penyimpanan saja!!! Terimakasih"
,"Mulai gak worth, beli makanan pake biaya pemesanan lah, biaya kemasan lah. Padahal produk-produk yg dibeli di apps ini kalo beli sendiri langsung sama aja kemasannya. Tanpa biaya pemesanan dan kemasan aja harga udah di up padahal. Kirain itu udah include biaya pemesanan. Taunya ada lagi biaya ini itu. Promo juga ada doang tp gak bisa dipake. Keterangan ongkir di menu sama hasil checkout juga beda. Tim marketingnya jangan main-main. Qc konten yang ingin ditampilkan jangan kebanyakan clickbait."
,Update dong map nya sesuai google maps. Berkali-kali saya kesulitan nentuin titik lokasi dan driver sering salah jemput. Masa kalah sih sama aplikasi sebelah yg akurat seusia google maps! Kecewa saya!
,"untuk apk nya sangat membantu hanya mau memberi saran untuk pemberian bintang kepada driver jangan hanya muncul ketika selesai bertransaksi terkadang jika ke klik back jadi tidak bisa memberi bintang saya rasa akan lebih nyaman jika pemberian bintang muncul kembali ketika customer blm sempat memberi bintang untuk beberapa menit, semoga kedepannya semakin baik lagi pelayanan nya terimakasih"
,"Kenapa pas buka menu selalu white screen terus, udh keluar masuk beberapa kali tetep aja white screen. Tolonglah segera diperbaiki. Maslaah ini ternyata bukan 1 atau 2 orang aja, banyak yang mengalami dan sudah berlangsung lama tapi dari pihak grab tidak ada perkembangan perbaikan sistem. Untuk fitur lainnya sudah baik."
,"Saya pengguna lama grab ini kenapa banyak berbagai biaya sih biaya parkir ( ga selalu tempat bayar parkir kali ), biaya pemesanan, biaya kemasan, ongkir sekarang gila-gilaan padahal kita juga terkadang kasih tips kok ke driver, pilihan diskonnya ga menguntungkan lagi untuk konsumen, hanya mau makan 1 ayam geprek aja bisa bayar >50k karena tambahan biaya ini itu. Aplikasi ini sekarang fungsi & tujuannya untuk apa ??"
,"Saya pake voucher yg byr 9k/2mggu (sekitar 2 tahun) dan nyatanya ketika sy butuh (transaksi 400ribu) malah ga bisa dipake pdhl jarang sy pake. Sgt mengecewakan, membuat sy rugi. Sgt kecewa, sering error jg buat kurang nyaman menggunakan aplikasi ini. Ada baiknya perbaiki dulu sistemnya, supaya yg setia sm grab slama ini ga berpindah. Sy sih sudah kapok."
,"sekarang makin aneh, nunggu makanan smpe lama banget, driver di Buat anter pesenan smpe beberapa tempat. Pilihan pengiriman terlalu banyak, pilih yg prioritas jg sama aja lama ngirimnya. Lama lama kesel juga pake grab padahal udh langganan lama banget. Kacau dah. Percuma pesen lewat aplikasi kalau lama jg ngirimnya cepetan langsung ke lokasinya. Keburu lapar!!!!"
,Untuk tarif masih amanlah tp kecewa ama mapsx yg dibuat mutar2 kliling kota. Yg harusnya 15 mnit jd 30 menit nyampe karna klamaan dijalan. Driverx jg terpaku sama maps ga bisa cari jalur yg lebih cepat sampe tujuan. Mau dibintangi 1 kasian. Plislah grab update mapsx customer jg cape diajak mutar2 dijalan aplg low customerx lg butuh cepat. Makasih
,"sebenarny suka sama apk ini karna ada promo dkk, tapi lebih baik ketika pesan makanan, lokasi driver diperlihatkan. Semalam pesan Mcd pukul 12.39 malam, kondisi harusnya tidak ramai dong. Tapi makanan sampai dirumah jam 1.30an. Memakan waktu 1 jam, ketika ditanya masih lama tidak? driver resp masih lama. Sekali dikomplen baru dibilang otw. Pdhl toko makanan fast food lho. Adviced aja, lebih baik lokasi driver grab tuh diperlihatkan. Jadi bisa lihat mereka otw lgsung ke toko atau tidak."
,"Mulai aneh grab, biasa dulu dulu pesan makanan minuman tidak perlu biaya tambahan ini itu, sekarang ada tambahan, mode hemat, mode prioritas, standar, harusnya jangan gitu, kurang bagus update-nya sekarang...tak layak"
,"Buru buru mau pesan grab motor malah dipaksa update. Setelah diupdate malah update annya nggak bisa dinstal, alhasil buka aplikasi masih disuruh update, padahal aplikasi lancar beberapa menit sebelumnya. Mbok kalau ada update jangan dipaksakan. Goodbye grab, I can't use you anymore 👋"
